Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,Name,Url,ImageUrl,ArtistId
118,t,f,2025-10-17 14:50:47.938+00,2025-10-17 14:50:47.938+00,,Photons Of Life (Original Mix),https://soundcloud.com/alex_sharp_official/1-alex-sharp-photons-of-life?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-000457753788-zhbtk5-t240x240.jpg,123
119,t,f,2025-10-17 14:51:29.168+00,2025-10-17 14:51:29.168+00,,Varna Andha EP,https://soundcloud.com/alex_sharp_official/sets/varna-andha-ep?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-TzJ67dy5u7o1r6yl-EWD8tA-t500x500.jpg,123
120,t,f,2025-10-17 14:44:40.727+00,2025-10-17 14:44:40.727+00,,Alex Sharp - Kaval Sviri,https://soundcloud.com/alex_sharp_official/alex-sharp-kaval-sviri?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-CqLszLPvHodSMvby-ZPZ0Zg-t240x240.jpg,123
121,t,f,2025-10-17 14:50:47.938+00,2025-10-17 14:50:47.938+00,,Photons Of Life (Original Mix),https://soundcloud.com/alex_sharp_official/1-alex-sharp-photons-of-life?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-000457753788-zhbtk5-t240x240.jpg,123
122,t,f,2025-10-17 14:51:29.168+00,2025-10-17 14:51:29.168+00,,Varna Andha EP,https://soundcloud.com/alex_sharp_official/sets/varna-andha-ep?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-TzJ67dy5u7o1r6yl-EWD8tA-t500x500.jpg,123
123,t,f,2025-10-30 20:30:57.221+00,2025-10-30 20:30:57.221+00,,LUCYD M I X E S,https://soundcloud.com/lucyd_official/sets/m-i-x-e-s?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-5nofLlishXvzL7TJ-rGqV9A-t240x240.jpg,128
124,t,f,2025-10-30 20:35:46.267+00,2025-10-30 20:35:46.267+00,,R E L E A S E S,https://soundcloud.com/lucyd_official/sets/re-l-e-a-se-s?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-iEYlOeEPWDcLXVjh-3HyNtQ-t240x240.jpg,128
125,t,f,2025-10-30 20:36:22.386+00,2025-10-30 20:36:22.386+00,,Lucyd | HÖR - March 22 / 2024,https://soundcloud.com/lucyd_official/lucyd-hor-march-22-2024?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-qYE3EbQQhhn3UgVh-hbGH9g-t240x240.jpg,128
126,t,f,2025-10-30 20:30:57.221+00,2025-10-30 20:30:57.221+00,,LUCYD M I X E S,https://soundcloud.com/lucyd_official/sets/m-i-x-e-s?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-5nofLlishXvzL7TJ-rGqV9A-t240x240.jpg,128
127,t,f,2025-10-30 20:35:46.267+00,2025-10-30 20:35:46.267+00,,R E L E A S E S,https://soundcloud.com/lucyd_official/sets/re-l-e-a-se-s?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-iEYlOeEPWDcLXVjh-3HyNtQ-t240x240.jpg,128
128,t,f,2025-10-30 20:36:22.386+00,2025-10-30 20:36:22.386+00,,Lucyd | HÖR - March 22 / 2024,https://soundcloud.com/lucyd_official/lucyd-hor-march-22-2024?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-qYE3EbQQhhn3UgVh-hbGH9g-t240x240.jpg,128
129,t,f,2025-10-30 20:58:17.08+00,2025-10-30 20:58:17.08+00,,"Eklektique SPDG006 // Eklektique - But You Have To Dance EP + Rambal Cochet, Anastasia Zems and Umbxne Remixes",https://soundcloud.com/snppts/spdg006?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-iaDoHaftDe37CBQ4-DpmodQ-t240x240.jpg,129
130,t,f,2025-10-30 21:00:26.292+00,2025-10-30 21:00:26.292+00,,Sinchi Collective Agharo 15 - Anastasia Zems (Suit - Outer Self),https://soundcloud.com/sinchicollective/agharo-15-anastasia-zems-suit-outer-self?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-tNR477wayoys11sn-HGDDcA-t240x240.jpg,129
131,t,f,2025-10-30 21:00:55.945+00,2025-10-30 21:00:55.945+00,,FEINSTOFF PREMIERE Radial Gaze & Kubebe - Phantom Limb (Anastasia Zems Remix),https://soundcloud.com/fnstff/radial-gaze-kubebe?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-nnhyNXaMMBIFguGf-MFa7ZA-t240x240.jpg,129
132,t,f,2025-10-30 21:07:30.182+00,2025-10-30 21:07:30.182+00,,MIXED BY/ Anastasia Zems ~ Bolting Bits,https://soundcloud.com/boltingbits/mixed-by-anastasia-zems?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJUCg1bfDFHrHSMTex4sgQQmMzZCrbVTXoQw&s,129
133,t,f,2025-10-30 21:08:08.449+00,2025-10-30 21:08:08.449+00,,Stream Anastasia Zems - Trust Me (Thomass Jackson Remix) [Human Endeavour Records],https://soundcloud.com/the-ransom-note/anastasia-zems-trust-me-thomass-jackson-remix-human-endeavour-records?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnVuGR2NMbh-NClf0Xf2mdnvS--xofGC_ssA&s,129
134,t,f,2025-10-30 21:07:30.182+00,2025-10-30 21:07:30.182+00,,MIXED BY/ Anastasia Zems ~ Bolting Bits,https://soundcloud.com/boltingbits/mixed-by-anastasia-zems?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJUCg1bfDFHrHSMTex4sgQQmMzZCrbVTXoQw&s,129
135,t,f,2025-10-30 21:08:08.449+00,2025-10-30 21:08:08.449+00,,Stream Anastasia Zems - Trust Me (Thomass Jackson Remix) [Human Endeavour Records],https://soundcloud.com/the-ransom-note/anastasia-zems-trust-me-thomass-jackson-remix-human-endeavour-records?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnVuGR2NMbh-NClf0Xf2mdnvS--xofGC_ssA&s,129
136,t,f,2025-10-30 21:08:41.494+00,2025-10-30 21:08:41.494+00,,Anastasia Zems @ HÖR Berlin 9/05/25,https://soundcloud.com/anastasiazems/anastasia-zems-hor-berlin-90525?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-EjZauh5jXouNDlRt-cqhxTg-t240x240.jpg,129
137,t,t,2025-11-03 11:30:35.814+00,2025-11-03 11:30:35.814+00,,"Sammy Mo - UClub Butan Hard Techno Schranz Set 1,5 Std",https://soundcloud.com/sammy_mos/sammy-mo-butan-hard-techno-schranz-set-15-std?si=3a1e2460e0384977935b4a73527d7325&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.google.com/url?sa=i&url=https%3A%2F%2Fsoundcloud.com%2Fsammy_mos&psig=AOvVaw0DGd3C02mCoYmACBKB5i_i&ust=1762256040591000&source=images&cd=vfe&opi=89978449&ved=0CBUQjRxqFwoTCIC5xMPx1ZADFQAAAAAdAAAAABAE,130
138,t,f,2025-11-03 11:34:22.988+00,2025-11-03 11:34:22.988+00,,Sammy Mo - Hard Techno Set Gig @Yuca Club Cologne,https://soundcloud.com/sammy_mos/sammy-mo-hard-techno-set-gig?si=4c72b613972c4f359907e747c4653b91&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-QA06X9eUfyS8ebny-8AUJnQ-t240x240.jpg,130
139,t,f,2025-11-03 11:34:57.22+00,2025-11-03 11:34:57.22+00,,Hard Techno Set - Sammy Mo,https://soundcloud.com/sammy_mos/hard-techno-set-sammy-wyld-mp3?si=8d110295c1934830a35e445ed9f19056&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/avatars-w7upKHyLrqS4Ih8a-CRCdCg-t240x240.jpg,130
140,t,f,2025-11-03 11:35:32.791+00,2025-11-03 11:35:32.791+00,,Sammy Mo - Peak Time underground Techno Set,https://soundcloud.com/sammy_mos/sammy-mo-techno-set?si=03b2cc3612fa4424acf7710347b9468b&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-HVkDQ29DiieiSg6N-f2zZ8g-t240x240.jpg,130
141,t,t,2025-11-03 11:30:35.814+00,2025-11-03 11:30:35.814+00,,"Sammy Mo - UClub Butan Hard Techno Schranz Set 1,5 Std",https://soundcloud.com/sammy_mos/sammy-mo-butan-hard-techno-schranz-set-15-std?si=3a1e2460e0384977935b4a73527d7325&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://www.google.com/url?sa=i&url=https%3A%2F%2Fsoundcloud.com%2Fsammy_mos&psig=AOvVaw0DGd3C02mCoYmACBKB5i_i&ust=1762256040591000&source=images&cd=vfe&opi=89978449&ved=0CBUQjRxqFwoTCIC5xMPx1ZADFQAAAAAdAAAAABAE,130
142,t,t,2025-11-03 11:34:22.988+00,2025-11-03 11:34:22.988+00,,Sammy Mo - Hard Techno Set Gig @Yuca Club Cologne,https://soundcloud.com/sammy_mos/sammy-mo-hard-techno-set-gig?si=4c72b613972c4f359907e747c4653b91&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-QA06X9eUfyS8ebny-8AUJnQ-t240x240.jpg,130
143,t,t,2025-11-03 11:34:57.22+00,2025-11-03 11:34:57.22+00,,Hard Techno Set - Sammy Mo,https://soundcloud.com/sammy_mos/hard-techno-set-sammy-wyld-mp3?si=8d110295c1934830a35e445ed9f19056&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/avatars-w7upKHyLrqS4Ih8a-CRCdCg-t240x240.jpg,130
144,t,t,2025-11-03 11:35:32.791+00,2025-11-03 11:35:32.791+00,,Sammy Mo - Peak Time underground Techno Set,https://soundcloud.com/sammy_mos/sammy-mo-techno-set?si=03b2cc3612fa4424acf7710347b9468b&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-HVkDQ29DiieiSg6N-f2zZ8g-t240x240.jpg,130
145,t,f,2025-11-03 11:40:23.617+00,2025-11-03 11:40:23.617+00,,"Sammy Mo - UClub Butan Hard Techno Schranz Set 1,5 Std",https://soundcloud.com/sammy_mos/sammy-mo-butan-hard-techno-schranz-set-15-std?si=acf5ce5cb6ca463abc5cfb2ca52c002e&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-e6Mb70Uwe3vhhfUz-dwacIw-t240x240.jpg,130
146,t,t,2025-11-03 11:58:33.85+00,2025-11-03 11:58:33.85+00,,BJØRNSON Podcast Series 2025,https://soundcloud.com/bjoernsonmusic/sets/bjoernsonmusic-podcast-2?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-xuza6xsGdBrSSXd2-LqfnbQ-t240x240.jpg,131
147,t,t,2025-11-03 11:59:17.954+00,2025-11-03 11:59:17.954+00,,BJØRNSON Podcast Series 2024,https://soundcloud.com/bjoernsonmusic/sets/bjoernsonmusic-podcast-1?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCbdQ9h7PgvtwAHuUuvkkHSJOS9yGXOpWmYA&s,131
148,t,t,2025-11-03 11:59:48.28+00,2025-11-03 11:59:48.28+00,,Guest Mixes & Podcasts,https://soundcloud.com/bjoernsonmusic/sets/guest-mixes?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-Z11XBZfQz6LtTVD9-9plJRg-t240x240.jpg,131
149,t,t,2025-11-03 12:00:22.037+00,2025-11-03 12:00:22.037+00,,BJØRNSON Podcast 026,https://soundcloud.com/bjoernsonmusic/bjoernsonmusic-podcast-026?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-lPoQrvKh8fieODMq-dBbVaA-t500x500.jpg,131
150,t,t,2025-11-03 12:01:20.089+00,2025-11-03 12:01:20.089+00,,"BJØRNSON Podcast 048 - Live@Ritter Butzke, Berlin",https://soundcloud.com/bjoernsonmusic/bjoernsonmusic_podcast_048?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-eyOiCQlspxzFtY6d-kkkSnw-t240x240.jpg,131
151,t,t,2025-11-03 12:02:05.523+00,2025-11-03 12:02:05.523+00,,"BJØRNSON Podcast_047 - Live@InSzene Open Air, Stuttgart",https://soundcloud.com/bjoernsonmusic/bjoernsonmusic_podcast_047?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-eyOiCQlspxzFtY6d-kkkSnw-t240x240.jpg,131
152,t,f,2025-11-03 13:42:30.347+00,2025-11-03 13:42:30.347+00,,Spice Up! & FLKN - Headphones [OMN-102],https://soundcloud.com/vortek-s/spice-up-flkn-headphone-omn-102?si=b6f213f57a67441d884beb835e5239a7&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-U5ORXoOdzC4KOK7j-iWxluw-t500x500.jpg,133
153,t,f,2025-11-03 13:43:35.22+00,2025-11-03 13:43:35.22+00,,Spice Up! (Vortek's & Teksa) - Bring It Back [OMN-101],https://soundcloud.com/vortek-s/spice-up-bring-it-back-omn-101?si=bf54efce70ee4be98e2843bb028f4f00&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-QvqBOfKy9nB13DIn-oCoVFg-t500x500.jpg,133
154,t,f,2025-11-03 13:44:05.837+00,2025-11-03 13:44:05.837+00,,Spice Up! - Catch You [OMN-099],https://soundcloud.com/teksa/spice-up-catch-you-omn-099?si=17bee9008bad42079695a96166a08dea&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,https://i1.sndcdn.com/artworks-fWEFi40n3GeWxWJW-Je8F1A-t500x500.jpg,133
