Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,EventName,OrganizerName,DateTimeStart,DateTimeEnd,Location,CoverImageURL,City,Country,StreetAddress,Date,Status,CancelledMessage,OrganizerId,ArtistId,PublicUserId,GenreName,GenreStyling
143,t,f,2025-06-09 11:55:35.195+00,2025-06-09 11:55:35.195+00,,Projekt X NYE 2022,,2022-01-01 22:00:00+00,2022-01-02 04:00:00+00,,https://eventprofilepic.s3.amazonaws.com/143/IMG_6113.jpg,Beirut,Lebanon,"TBA, Beirut, Lebanon",0001-01-01,3,,59,,,Techno,genreTechno
144,t,f,2025-06-09 09:54:32.152+00,2025-06-09 09:54:32.152+00,,Spectrum x ADE: Joris Voorn & Friends,,2025-10-10 14:00:00+00,2025-10-11 02:00:00+00,,https://eventprofilepic.s3.amazonaws.com/144/IMG_5972.jpeg,Amsterdam,Netherland,"Shelter, Amsterdam",0001-01-01,,,51,,,Techno,genreTechno
146,t,f,2025-06-12 08:25:43.014+00,2025-06-12 08:25:43.014+00,,Hedomanie Invites Ecstatic Dance ,,2025-10-11 21:00:00+00,2025-10-12 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/146/IMG_6147.JPG,Berlin,Germany,"Insomnia, Berlin, Germany",0001-01-01,4,,66,,,Techno,genreTechno
147,t,f,2025-06-12 08:30:11.964+00,2025-06-12 08:30:11.964+00,,Circuit Festival,,2025-07-20 21:00:00+00,2025-07-21 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/147/IMG_6150.jpg,Berlin,Germany,"TBA Berlin, Berlin, Germany",0001-01-01,4,,66,,,Techno,genreTechno
148,t,f,2025-06-12 08:32:50.847+00,2025-06-12 08:32:50.847+00,,TAGESRAVER x SYNDEN. Weekender,,2025-03-28 21:00:00+00,2025-03-29 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/148/IMG_6151.jpg,Berlin,Germany,Germany,0001-01-01,3,,66,,,Techno,genreTechno
149,t,f,2025-06-12 08:34:46.876+00,2025-06-12 08:34:46.876+00,,"X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard",,2024-11-29 21:00:00+00,2024-11-30 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/149/IMG_6152.jpg,Berlin,Germany,Germany,0001-01-01,3,,66,,,Techno,genreTechno
150,t,f,2025-06-12 08:36:25.734+00,2025-06-12 08:36:25.734+00,,PLAY x SYNDEN. x Mandora,,2024-09-21 21:00:00+00,2024-09-22 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/150/IMG_6155.jpg,Berlin,Germany,Germany,0001-01-01,3,,66,,,Techno,genreTechno
151,t,f,2025-06-12 08:38:48.69+00,2025-06-12 08:38:48.69+00,,SYNDEN. at Roof175,,2024-12-07 21:00:00+00,2024-12-08 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/151/IMG_6156.jpg,Mainz,Germany,"Roof175, Mainz, Germany",0001-01-01,3,,66,,,Techno,genreTechno
152,t,f,2025-06-12 08:40:48.067+00,2025-06-12 08:40:48.067+00,,SYNDEN. with George b2b PLOYZZ Extended Set,,2024-09-20 21:00:00+00,2024-09-21 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/152/IMG_6158.jpg,TBA,Germany,Germany,0001-01-01,3,,66,,,Techno,genreTechno
153,t,f,2025-06-12 08:42:37.727+00,2025-06-12 08:42:37.727+00,,Antrieb #25 / Volume Berlin,,2024-08-09 21:00:00+00,2024-08-10 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/153/IMG_6157.jpg,Berlin,Germany,"Volume, Berlin, Germany",0001-01-01,3,,66,,,Techno,genreTechno
154,t,f,2025-06-12 08:45:27.524+00,2025-06-12 08:45:27.524+00,,"GEMINI with Flaga, Herbrido, MVX, The Enveloper",,2024-06-21 21:00:00+00,2024-06-22 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/154/IMG_6159.jpg,Dortmund,Germany,"Oma Doris, Dortmund, Germany",0001-01-01,3,,66,,,Techno,genreTechno
155,t,f,2025-06-12 08:54:19.232+00,2025-06-12 08:54:19.232+00,,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,,2024-05-10 21:00:00+00,2024-05-11 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/155/IMG_6160.jpg,TBA,Germany,"Weltspiele, Germany",0001-01-01,3,,66,,,Techno,genreTechno
156,t,f,2025-06-12 08:57:09.656+00,2025-06-12 08:57:09.656+00,,SYNDEN. with BMG & Basstrologe,,2024-04-05 21:00:00+00,2024-04-06 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/156/IMG_6161.jpg,Cologne,Germany,"Elektroküche, Cologne, Germany",0001-01-01,3,,66,,,Techno,genreTechno
157,t,f,2025-06-12 08:59:00.669+00,2025-06-12 08:59:00.669+00,,"Synden x SIRO’s Bday with Jacidorex, H! Dude & many more",,2024-03-23 21:00:00+00,2024-03-24 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/157/IMG_6162.jpg,Cologne,Germany,"Essigfabrik, Cologne, Germany",0001-01-01,3,,66,,,Techno,genreTechno
158,t,f,2025-06-12 09:03:29.285+00,2025-06-12 09:03:29.285+00,,SYNDEN Mainz with Daniela Hensel,,2024-04-13 21:00:00+00,2024-04-14 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/158/IMG_6163.jpg,Mainz,Germany,"Roof175, Mainz, Germany",0001-01-01,3,,66,,,Techno,genreTechno
159,t,f,2025-06-12 09:07:58.666+00,2025-06-12 09:07:58.666+00,,Trinity at Matrix,,2024-01-13 21:00:00+00,2024-01-14 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/159/IMG_6164.jpg,Bochum,Germany,"Matrix, Bochum, Germany",0001-01-01,3,,66,,,Techno,genreTechno
160,t,f,2025-06-12 09:10:22.853+00,2025-06-12 09:10:22.853+00,,GravityX at Mauerpfeiffer,,2023-11-11 21:00:00+00,2023-11-12 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/160/IMG_6165.jpg,Saarbrücken,Germany,"Mauerpfeiffer, Saarbrücken, Germany",0001-01-01,3,,66,,,Techno,genreTechno
161,t,f,2025-06-12 09:12:28.631+00,2025-06-12 09:12:28.631+00,,OVERRATED at Maze,,2023-12-02 21:00:00+00,2023-12-03 03:00:00+00,,https://eventprofilepic.s3.amazonaws.com/161/IMG_6168.jpg,Tel Aviv,Israel,"Maze, Tel Aviv, Israel",0001-01-01,3,,66,,,Techno,genreTechno
162,t,f,2025-06-17 10:05:27.201+00,2025-06-17 10:05:27.201+00,,CRASH TEST,,2025-07-19 22:00:00+00,2025-07-20 06:00:00+00,,,Krakow,Poland,"STK 47 WAREHOUSE, Krakow",0001-01-01,,,67,,,Electronic,genreElectronic
163,t,f,2025-06-17 10:54:42.182+00,2025-06-17 10:54:42.182+00,,OBXENE ANNIVERSARY + SECRET AFTER PARTY,,2025-04-24 23:00:00+00,2025-04-25 07:00:00+00,,,Berlin,Germany,"ÆDEN, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
164,t,f,2025-06-17 10:57:01.087+00,2025-06-17 10:57:01.087+00,,Techno Friday – Open Decks (Second Floor),,2024-10-24 23:00:00+00,2024-10-25 06:00:00+00,,,Berlin,Germany,"Recede Club, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
165,t,f,2025-06-17 10:59:37.467+00,2025-06-17 10:59:37.467+00,,TOXIC – TECHNO,,2024-10-18 23:00:00+00,2024-10-19 06:00:00+00,,,Berlin,Germany,"Recede Club, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
166,t,f,2025-06-17 11:01:47.557+00,2025-06-17 11:01:47.557+00,,Wave Zebra × OBXENE BERLIN,,2024-09-21 22:00:00+00,2024-09-22 07:00:00+00,,,Berlin,Germany,"Hype Park, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
167,t,f,2025-06-17 11:04:04.704+00,2025-06-17 11:04:04.704+00,,Techno Mittwoch – TURBINE/TUNNEL,,2023-11-29 23:00:00+00,2023-11-30 05:00:00+00,,,Berlin,Germany,"AVA Club, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
168,t,f,2025-06-17 11:05:55.814+00,2025-06-17 11:05:55.814+00,,Global Underground: Garden,,2023-08-25 22:00:00+00,2023-08-26 06:00:00+00,,,Berlin,Germany,"AVA Club, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
169,t,f,2025-06-17 11:07:52.105+00,2025-06-17 11:07:52.105+00,,OBXENE w/ Lady Maru & Might Be Twins,,2023-07-13 23:00:00+00,2023-07-14 07:00:00+00,,,Berlin,Germany,"TBA, Berlin",0001-01-01,,,67,,,Electronic,genreElectronic
170,t,f,2025-06-17 11:09:55.031+00,2025-06-17 11:09:55.031+00,,[IL]LEGAL w/ Afem Syko × In Verruf,,2024-08-23 23:00:00+00,2024-08-24 07:00:00+00,,,Berlin,Germany,"Recede Club, Berlin, Germany",0001-01-01,3,,67,,,Electronic,genreElectronic
171,t,f,2025-06-17 11:12:01.331+00,2025-06-17 11:12:01.331+00,,HARD CRASH TEST,,2024-07-19 23:00:00+00,2024-07-20 08:00:00+00,,,Kraków,Poland,"STK 47 Warehouse, Kraków, Poland",0001-01-01,,,67,,,Electronic,genreElectronic
172,t,f,2025-06-17 11:14:00.539+00,2025-06-17 11:14:00.539+00,,[IL]LEGAL × OBXENE Showcase,,2024-06-28 23:00:00+00,2024-06-29 08:00:00+00,,,Berlin,Germany,"ÆDEN, Berlin, Germany",0001-01-01,,,67,,,Electronic,genreElectronic
173,t,f,2025-06-17 11:16:23.815+00,2025-06-17 11:16:23.815+00,,OST × Fête de la Musique,,2024-06-21 15:00:00+00,2024-06-22 00:00:00+00,,,Berlin,Germany,"OST Club Open-Air, Berlin, Germany",0001-01-01,,,67,,,Electronic,genreElectronic
174,t,f,2025-06-17 11:23:40.081+00,2025-06-17 11:23:40.081+00,,OBXENE Birthday Party,,2024-04-25 23:00:00+00,2024-04-26 08:00:00+00,,,Berlin,Germany,"Zur Klappe, Berlin, Germany",0001-01-01,,,67,,,Electronic,genreElectronic
175,t,f,2025-06-17 11:25:57.965+00,2025-06-17 11:25:57.965+00,,OBXENE w/ Messiahwaits & MSKD,,2024-05-31 23:00:00+00,2024-06-01 07:00:00+00,,,Berlin,Germany,"Recede Club, Berlin, Germany",0001-01-01,,,67,,,Electronic,genreElectronic
183,t,f,2025-06-26 10:57:51.822+00,2025-06-26 10:57:51.822+00,,Future Event,ORGANIZER,2025-06-19 22:00:00+00,2025-06-20 02:30:00+00,,https://eventprofilepic.s3.amazonaws.com/183/profilepic.jpg,Riyadh,Saudi Arabia,"Dirab Circuit, Riyadh, Saudi Arabia",0001-01-01,3,,44,93,,Drum & Bass,genreDrum
185,t,f,2025-07-10 11:11:31.555+00,2025-07-10 11:11:31.555+00,,Stranger Things,Upside Down,2025-07-03 01:00:00+00,2025-07-04 09:00:00+00,,https://eventprofilepic.s3.amazonaws.com/185/yousawlaurent.jpg,Johannesburg,South Africa,15 Fake Avenue,0001-01-01,,,44,93,,Trance,genreTrance
186,t,f,2025-07-16 07:43:22.974+00,2025-07-16 07:43:22.974+00,,Testing Event,Test,2025-07-01 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/186/yousawlaurent.jpg,Test,Test,Test,0001-01-01,3,,44,93,,House,genreHouse
187,t,f,2025-07-17 09:07:05.171+00,2025-07-17 09:07:05.171+00,,Outset X Odyssey's Ibiza with Fantasm,Reboot Events IRE,2025-07-08 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/187/Screen Shot 2025-07-17 at 11.10.31 AM.png,Ibiza,Spain,"Carrer Salvador Espriu, 07820 San Antonio",0001-01-01,,,44,110,,Techno,genreTechno
188,t,f,2025-07-17 09:11:01.295+00,2025-07-17 09:11:01.295+00,,Sound Waves 2025,Praia de Esmoriz,2025-07-05 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/188/Screen Shot 2025-07-17 at 11.13.43 AM.png,Esmoriz,Portugal,Praia de Esmoriz,0001-01-01,,,44,110,,Techno,genreTechno
189,t,f,2025-07-17 09:14:07.972+00,2025-07-17 09:14:07.972+00,,Tramunfest 2025,Midnight Entertainment,2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/189/Screen Shot 2025-07-17 at 11.15.25 AM.png,Girona,Girona,"Sant Jordi Desvalls, Girona",0001-01-01,,,44,110,,Techno,genreTechno
190,t,f,2025-07-17 09:15:53.488+00,2025-07-17 09:15:53.488+00,,VERKNIPT Holiday Festival 2025,VERKNIPT,2025-06-29 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/190/Screen Shot 2025-07-17 at 11.17.02 AM.png,Pag Island,Croatia,Zrce Beach ,0001-01-01,3,,44,110,,Techno,genreTechno
191,t,f,2025-07-17 09:17:53.929+00,2025-07-17 09:17:53.929+00,,Basto Festival 2025,Spook.club,2025-06-27 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/191/Screen Shot 2025-07-17 at 11.19.11 AM.png,Valencia,Spain,La Marina de Valencia La Marina de Valencia,0001-01-01,,,44,110,,Techno,genreTechno
192,t,f,2025-07-17 09:19:38.146+00,2025-07-17 09:19:38.146+00,,HIVE Festival 2025,HIVE Festival,2025-06-20 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/192/Screen Shot 2025-07-17 at 11.21.00 AM.png,Gräfenhainichen,Germany,Ferropolis Ferropolisstrasse 1; 06773 ,0001-01-01,,,44,110,,Techno,genreTechno
193,t,f,2025-07-17 09:21:49.265+00,2025-07-17 09:21:49.265+00,,Fantasm All Night Long,Rotterdamse Rave,2025-06-13 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/193/Screen Shot 2025-07-17 at 11.22.53 AM.png,Rotterdam,Netherlands,"Maassilo Maashaven Zuidzijde 1-2, 3081 AE",0001-01-01,,,44,110,,Hardcore,genreHardcore
194,t,f,2025-07-17 09:24:35.909+00,2025-07-17 09:24:35.909+00,,VERKNIPT Festival 2025,VERKNIPT,2025-06-07 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/194/Screen Shot 2025-07-17 at 11.25.43 AM.png,Utrecht,Netherlands,"Strijkviertel Strijkviertel 72, 3454 PP",0001-01-01,,,44,110,,Techno,genreTechno
195,t,f,2025-07-17 09:26:10.002+00,2025-07-17 09:26:10.002+00,,Piramide,Cocorico,2025-06-01 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/195/Screen Shot 2025-07-17 at 11.27.06 AM.png,Riccione,Italy,"Cocoricò Viale Chieti 44, 47838",0001-01-01,,,44,110,,Techno,genreTechno
196,t,f,2025-07-17 09:28:48.032+00,2025-07-17 09:28:48.032+00,,VOID Festival 2025,VOID V¡ENNA,2025-05-31 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/196/Screen Shot 2025-07-17 at 11.29.42 AM.png,Metastadt,Wien,"Wien Dr. Otto-Neurath-Gasse 3 , 1220 ",0001-01-01,,,44,110,,Techno,genreTechno
197,t,f,2025-07-17 09:30:29.782+00,2025-07-17 09:30:29.782+00,,We Are One x Schlachthof Festival,WE ARE ONE,2025-05-28 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/197/Screen Shot 2025-07-17 at 11.31.21 AM.png,Wiesbaden,Wiesbaden,"Schlachthof Wiesbaden Murnaustraße 1, 65189 ",0001-01-01,3,,44,110,,Techno,genreTechno
198,t,f,2025-07-17 09:32:45.227+00,2025-07-17 09:32:45.227+00,,XXL Malta 2025,,2025-05-22 00:00:00+00,0001-01-01 00:00:00+00,,https://eventprofilepic.s3.amazonaws.com/198/Screen Shot 2025-07-17 at 11.33.34 AM.png,Attard ATD,Malta,"UNO MALTA Crafts Village, Ta''Qali, 4000",0001-01-01,,,44,110,,Techno,genreTechno
