EventId,EventName,OrganizerName,DateTimeStart,DateTimeEnd,City,Country,StreetAddress,OrganizerId,PublicUserId,EventType,MainGenres
133,Supperclub x ADE – Secret Garden,,2024-10-20 20:00:00+00,2024-10-21 02:00:00+00,Amsterdam,Netherlands,"Supperclub Amsterdam, Amsterdam",51.0,,Festival,Electronic
134,Modular Festival by SoHaSo & Bordello A Parigi,,2024-10-19 20:00:00+00,2024-10-20 02:00:00+00,Amsterdam,Netherlands,"Doka, Amsterdam",51.0,,Festival,Electronic
135,d'HERACLAS QUKKLAS,,2024-07-19 23:00:00+00,2024-07-20 04:00:00+00,Istanbul,Turkey,"Kastel, Istanbul, Turkey",59.0,,Festival,Techno
136,Recess × Popof,,2024-02-17 23:00:00+00,2024-02-18 04:00:00+00,Beirut,Lebanon,"Recess Beirut, Beirut, Lebanon",59.0,,Festival,Techno
137,Recess × Lampé × TiM TASTE,,2024-01-06 23:00:00+00,2024-01-07 04:00:00+00,Beirut,Lebanon,"Recess Beirut, Beirut, Lebanon",59.0,,Festival,Techno
138,Cosmic Waves,,2023-06-30 14:00:00+00,2023-07-01 23:59:00+00,Riyadh,Saudi Arabia,"Dirab Circuit, Riyadh, Saudi Arabia",59.0,,Festival,Techno
139,Metemychosis,,2023-04-15 23:00:00+00,2023-04-16 04:00:00+00,Beirut,Lebanon,"Minus 5, Beirut, Lebanon",59.0,,Festival,Techno
140,Concrete Mayhem,,2023-03-10 23:00:00+00,2023-03-11 04:00:00+00,Beirut,Lebanon,"Minus 5, Beirut, Lebanon",59.0,,Festival,Techno
141,Escape Through Music (Anniv 01),,2022-12-17 23:00:00+00,2022-12-18 04:00:00+00,Beirut,Lebanon,"Concrete 1994, Beirut, Lebanon",59.0,,Festival,Techno
142,Ekstasis Lebanon presents San Lopez,,2022-03-25 23:00:00+00,2022-03-26 04:00:00+00,Beirut,Lebanon,"TBA, Beirut, Lebanon",59.0,,Festival,Techno
143,Projekt X NYE 2022,,2022-01-01 22:00:00+00,2022-01-02 04:00:00+00,Beirut,Lebanon,"TBA, Beirut, Lebanon",59.0,,Festival,Techno
144,Spectrum x ADE: Joris Voorn & Friends,,2025-10-10 14:00:00+00,2025-10-11 02:00:00+00,Amsterdam,Netherland,"Shelter, Amsterdam",51.0,,Festival,Techno
146,Hedomanie Invites Ecstatic Dance ,,2025-10-11 21:00:00+00,2025-10-12 03:00:00+00,Berlin,Germany,"Insomnia, Berlin, Germany",66.0,,Festival,Techno
147,Circuit Festival,,2025-07-20 21:00:00+00,2025-07-21 03:00:00+00,Berlin,Germany,"TBA Berlin, Berlin, Germany",66.0,,Festival,Techno
148,TAGESRAVER x SYNDEN. Weekender,,2025-03-28 21:00:00+00,2025-03-29 03:00:00+00,Berlin,Germany,Germany,66.0,,Festival,Techno
149,"X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard",,2024-11-29 21:00:00+00,2024-11-30 03:00:00+00,Berlin,Germany,Germany,66.0,,Festival,Techno
150,PLAY x SYNDEN. x Mandora,,2024-09-21 21:00:00+00,2024-09-22 03:00:00+00,Berlin,Germany,Germany,66.0,,Festival,Techno
151,SYNDEN. at Roof175,,2024-12-07 21:00:00+00,2024-12-08 03:00:00+00,Mainz,Germany,"Roof175, Mainz, Germany",66.0,,Festival,Techno
152,SYNDEN. with George b2b PLOYZZ Extended Set,,2024-09-20 21:00:00+00,2024-09-21 03:00:00+00,TBA,Germany,Germany,66.0,,Festival,Techno
153,Antrieb #25 / Volume Berlin,,2024-08-09 21:00:00+00,2024-08-10 03:00:00+00,Berlin,Germany,"Volume, Berlin, Germany",66.0,,Festival,Techno
154,"GEMINI with Flaga, Herbrido, MVX, The Enveloper",,2024-06-21 21:00:00+00,2024-06-22 03:00:00+00,Dortmund,Germany,"Oma Doris, Dortmund, Germany",66.0,,Festival,Techno
155,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,,2024-05-10 21:00:00+00,2024-05-11 03:00:00+00,TBA,Germany,"Weltspiele, Germany",66.0,,Festival,Techno
156,SYNDEN. with BMG & Basstrologe,,2024-04-05 21:00:00+00,2024-04-06 03:00:00+00,Cologne,Germany,"Elektroküche, Cologne, Germany",66.0,,Festival,Techno
157,"Synden x SIRO’s Bday with Jacidorex, H! Dude & many more",,2024-03-23 21:00:00+00,2024-03-24 03:00:00+00,Cologne,Germany,"Essigfabrik, Cologne, Germany",66.0,,Festival,Techno
158,SYNDEN Mainz with Daniela Hensel,,2024-04-13 21:00:00+00,2024-04-14 03:00:00+00,Mainz,Germany,"Roof175, Mainz, Germany",66.0,,Festival,Techno
159,Trinity at Matrix,,2024-01-13 21:00:00+00,2024-01-14 03:00:00+00,Bochum,Germany,"Matrix, Bochum, Germany",66.0,,Festival,Techno
160,GravityX at Mauerpfeiffer,,2023-11-11 21:00:00+00,2023-11-12 03:00:00+00,Saarbrücken,Germany,"Mauerpfeiffer, Saarbrücken, Germany",66.0,,Festival,Techno
161,OVERRATED at Maze,,2023-12-02 21:00:00+00,2023-12-03 03:00:00+00,Tel Aviv,Israel,"Maze, Tel Aviv, Israel",66.0,,Festival,Techno
162,CRASH TEST,,2025-07-19 22:00:00+00,2025-07-20 06:00:00+00,Krakow,Poland,"STK 47 WAREHOUSE, Krakow",67.0,,Festival,Electronic
163,OBXENE ANNIVERSARY + SECRET AFTER PARTY,,2025-04-24 23:00:00+00,2025-04-25 07:00:00+00,Berlin,Germany,"ÆDEN, Berlin",67.0,,Festival,Electronic
164,Techno Friday – Open Decks (Second Floor),,2024-10-24 23:00:00+00,2024-10-25 06:00:00+00,Berlin,Germany,"Recede Club, Berlin",67.0,,Festival,Electronic
165,TOXIC – TECHNO,,2024-10-18 23:00:00+00,2024-10-19 06:00:00+00,Berlin,Germany,"Recede Club, Berlin",67.0,,Festival,Electronic
166,Wave Zebra × OBXENE BERLIN,,2024-09-21 22:00:00+00,2024-09-22 07:00:00+00,Berlin,Germany,"Hype Park, Berlin",67.0,,Festival,Electronic
167,Techno Mittwoch – TURBINE/TUNNEL,,2023-11-29 23:00:00+00,2023-11-30 05:00:00+00,Berlin,Germany,"AVA Club, Berlin",67.0,,Festival,Electronic
168,Global Underground: Garden,,2023-08-25 22:00:00+00,2023-08-26 06:00:00+00,Berlin,Germany,"AVA Club, Berlin",67.0,,Festival,Electronic
169,OBXENE w/ Lady Maru & Might Be Twins,,2023-07-13 23:00:00+00,2023-07-14 07:00:00+00,Berlin,Germany,"TBA, Berlin",67.0,,Festival,Electronic
170,[IL]LEGAL w/ Afem Syko × In Verruf,,2024-08-23 23:00:00+00,2024-08-24 07:00:00+00,Berlin,Germany,"Recede Club, Berlin, Germany",67.0,,Festival,Electronic
171,HARD CRASH TEST,,2024-07-19 23:00:00+00,2024-07-20 08:00:00+00,Kraków,Poland,"STK 47 Warehouse, Kraków, Poland",67.0,,Festival,Electronic
172,[IL]LEGAL × OBXENE Showcase,,2024-06-28 23:00:00+00,2024-06-29 08:00:00+00,Berlin,Germany,"ÆDEN, Berlin, Germany",67.0,,Festival,Electronic
173,OST × Fête de la Musique,,2024-06-21 15:00:00+00,2024-06-22 00:00:00+00,Berlin,Germany,"OST Club Open-Air, Berlin, Germany",67.0,,Festival,Electronic
174,OBXENE Birthday Party,,2024-04-25 23:00:00+00,2024-04-26 08:00:00+00,Berlin,Germany,"Zur Klappe, Berlin, Germany",67.0,,Festival,Electronic
175,OBXENE w/ Messiahwaits & MSKD,,2024-05-31 23:00:00+00,2024-06-01 07:00:00+00,Berlin,Germany,"Recede Club, Berlin, Germany",67.0,,Festival,Electronic
183,Future Event,ORGANIZER,2025-06-19 22:00:00+00,2025-06-20 02:30:00+00,Riyadh,Saudi Arabia,"Dirab Circuit, Riyadh, Saudi Arabia",44.0,,Festival,Drum & Bass
185,Stranger Things,Upside Down,2025-07-03 01:00:00+00,2025-07-04 09:00:00+00,Johannesburg,South Africa,15 Fake Avenue,44.0,,FESTIVAL & OPEN-AIR,Trance
186,Testing Event,Test,2025-07-01 00:00:00+00,0001-01-01 00:00:00+00,Test,Test,Test,44.0,,EDUCATIONAL & NETWORKING,House
187,Outset X Odyssey's Ibiza with Fantasm,Reboot Events IRE,2025-07-08 00:00:00+00,0001-01-01 00:00:00+00,Ibiza,Spain,"Carrer Salvador Espriu, 07820 San Antonio",44.0,,CLUB & NIGHTLIFE,Techno
188,Sound Waves 2025,Praia de Esmoriz,2025-07-05 00:00:00+00,0001-01-01 00:00:00+00,Esmoriz,Portugal,Praia de Esmoriz,44.0,,FESTIVAL & OPEN-AIR,Techno
189,Tramunfest 2025,Midnight Entertainment,2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,Girona,Girona,"Sant Jordi Desvalls, Girona",44.0,,CLUB & NIGHTLIFE,Techno
190,VERKNIPT Holiday Festival 2025,VERKNIPT,2025-06-29 00:00:00+00,0001-01-01 00:00:00+00,Pag Island,Croatia,Zrce Beach ,44.0,,FESTIVAL & OPEN-AIR,Techno
191,Basto Festival 2025,Spook.club,2025-06-27 00:00:00+00,0001-01-01 00:00:00+00,Valencia,Spain,La Marina de Valencia La Marina de Valencia,44.0,,CLUB & NIGHTLIFE,Techno
192,HIVE Festival 2025,HIVE Festival,2025-06-20 00:00:00+00,0001-01-01 00:00:00+00,Gräfenhainichen,Germany,Ferropolis Ferropolisstrasse 1; 06773 ,44.0,,FESTIVAL & OPEN-AIR,Techno
193,Fantasm All Night Long,Rotterdamse Rave,2025-06-13 00:00:00+00,0001-01-01 00:00:00+00,Rotterdam,Netherlands,"Maassilo Maashaven Zuidzijde 1-2, 3081 AE",44.0,,CLUB & NIGHTLIFE,Hardcore
194,VERKNIPT Festival 2025,VERKNIPT,2025-06-07 00:00:00+00,0001-01-01 00:00:00+00,Utrecht,Netherlands,"Strijkviertel Strijkviertel 72, 3454 PP",44.0,,FESTIVAL & OPEN-AIR,Techno
195,Piramide,Cocorico,2025-06-01 00:00:00+00,0001-01-01 00:00:00+00,Riccione,Italy,"Cocoricò Viale Chieti 44, 47838",44.0,,CLUB & NIGHTLIFE,Techno
196,VOID Festival 2025,VOID V¡ENNA,2025-05-31 00:00:00+00,0001-01-01 00:00:00+00,Metastadt,Wien,"Wien Dr. Otto-Neurath-Gasse 3 , 1220 ",44.0,,CLUB & NIGHTLIFE,Techno
197,We Are One x Schlachthof Festival,WE ARE ONE,2025-05-28 00:00:00+00,0001-01-01 00:00:00+00,Wiesbaden,Wiesbaden,"Schlachthof Wiesbaden Murnaustraße 1, 65189 ",44.0,,FESTIVAL & OPEN-AIR,Techno
198,XXL Malta 2025,,2025-05-22 00:00:00+00,0001-01-01 00:00:00+00,Attard ATD,Malta,"UNO MALTA Crafts Village, Ta''Qali, 4000",44.0,,FESTIVAL & OPEN-AIR,Techno
199,TOKYO INVASION,,2025-05-17 00:00:00+00,0001-01-01 00:00:00+00,Minato-ku,Japan,"SEL OCTAGON TOKYO Axall Roppongi B1F, 7-8-6 Roppongi",44.0,,CLUB & NIGHTLIFE,Techno
200,"Benjamin Berg B2B Boris Werner, DJ Pipe, Naomi",,2025-07-25 20:00:00+00,2025-07-26 02:00:00+00,Amsterdam,Netherlands,"Overhoeksplein 3, 1031KS, Amsterdam",54.0,,CLUB & NIGHTLIFE,Techno
205,Divergent x Interlinked Artists Showcase,,2025-10-26 21:30:00+00,2025-10-27 03:00:00+00,Amsterdam,Netherlands,50:HERTZ House & Techno Cafe Rembrandt Square,51.0,,SHOWCASE & INDUSTRY,Techno
206,CODE 303 x UNDRGRND - Fourth Edition,UNDRGRND,2025-10-03 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam ,Netherlands,CLUB JOHN DOE,44.0,,CLUB & NIGHTLIFE,Techno
207,HARD TECHNO OP Z'N RAUWST,HET FUNDAMENT,2025-09-26 00:00:00+00,0001-01-01 00:00:00+00,Apeldoorn,Netherlands,"CLUB FYX, HOOFDSTRAAT 171B",44.0,,CLUB & NIGHTLIFE,Techno
208,Phantom Group Round 2,Phantom Group,2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,Leuven,Belgium,"Club Rumba, Leuven",44.0,,CLUB & NIGHTLIFE,Techno
209,Get Your Groove On,,2025-10-17 23:00:00+00,2025-10-18 19:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",70.0,,CLUB & NIGHTLIFE,Techno
210,CRASH TEST,JUGEND,2025-07-19 00:00:00+00,0001-01-01 00:00:00+00,Kraków,Poland,"STK 47 WAREHOUSE Kraków, 30-727, Pana Tadeusza 6,",44.0,,CLUB & NIGHTLIFE,Techno
211,CRASH TEST,Ciało,2025-07-18 00:00:00+00,0001-01-01 00:00:00+00,Wrocław,Poland,"Ciało, Joannitów 13, 50-086",44.0,,CLUB & NIGHTLIFE,Techno
214,Afrikaans is groot,Afrikaanse mense,2025-08-31 00:00:00+00,0001-01-01 00:00:00+00,Pretoria,South africa,Pretoria stadsaal,44.0,29.0,CLUB & NIGHTLIFE,Disco
215,My past event that was super cool,TOYTOY,2025-10-22 00:00:00+00,0001-01-01 00:00:00+00,Johannesburg,South Africa,"14 Henrietta Avenue, Henrietta",44.0,30.0,SHOWCASE & INDUSTRY,Disco
220,q,q,2025-10-22 00:00:00+00,0001-01-01 00:00:00+00,q,q,q,44.0,27.0,CLUB & NIGHTLIFE,Trance
221,"Ben UFO, Jasmín",,2025-11-22 23:00:00+00,2025-11-23 06:00:00+00,Amsterdam,Netherlands,"Shelter Amsterdam Overhoeksplein 3, 1031KS",54.0,,CLUB & NIGHTLIFE,Techno
222,Sara Landry at ADE,Beatport,2025-10-24 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Church,44.0,31.0,CLUB & NIGHTLIFE,Techno
223,"""TAKEOFF"" Label Showcase by SPACE 92 (50:HERTZ CLUB TRAIN - Sunrise Trip)",50:HERTZ,2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Centraal Station,44.0,31.0,SHOWCASE & INDUSTRY,Techno
224,Klangkuenstler - Outworld,Klangkuenstler,2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Ziggo Dome,44.0,31.0,TOURS & SPECIAL FORMATS,Techno
225,Friends x 750,J5 Beats,2025-10-23 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Leidsestraat 68,44.0,31.0,CLUB & NIGHTLIFE,Techno
226,Teletech x FYM,Free Your Mind,2025-10-26 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Escape Club,44.0,31.0,CLUB & NIGHTLIFE,Techno
227,DYEN pres. Reckless,Reckless,2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Escape Club,44.0,31.0,CLUB & NIGHTLIFE,Techno
228,Divergent x Interlinked Artists Showcase,50:HERTZ ,2025-10-26 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Cafe Rembrandt Square,44.0,31.0,SHOWCASE & INDUSTRY,Techno
229,COFFEESHOP RAVE x FERAL,FERAL x The Dolphins Amsterdam,2025-10-23 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,Kerkstraat 39,44.0,31.0,TOURS & SPECIAL FORMATS,House
230,VERKNIPT x PHANTOM - Paris,,2025-11-01 00:00:00+00,2025-11-02 12:00:00+00,Paris,France,"Phantom, Paris 8 Bd de Bercy, 75012",55.0,,FESTIVAL & OPEN-AIR,Techno
231,VERKNIPT Portugal,,2025-11-01 12:00:00+00,2025-11-02 12:00:00+00,lisboa,Portugal,"Kais Lisbon Cais da viscondessa, 1200-109",55.0,,FESTIVAL & OPEN-AIR,Techno
232,VERKNIPT B2B Special,,2025-11-08 12:00:00+00,2025-11-08 00:00:00+00,Zaandam,Netherlands,"Taets Art & Event Park Hemkade 18 (Hembrugterrein), 1506 PR Amsterdam ",55.0,,FESTIVAL & OPEN-AIR,Techno
233,UNDRGRND x Halloween Special,,2025-10-31 23:00:00+00,2025-11-01 07:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",70.0,,CLUB & NIGHTLIFE,Techno
234,CODE 303 x UNDRGRND,,2025-11-07 23:00:00+00,2025-11-08 07:00:00+00,Amsterdam,Netherlands,"John Doe Rembrandtplein 31, 1017 CT",70.0,,CLUB & NIGHTLIFE,Techno
235,DRVN x UNDRGRND,,2025-11-14 23:00:00+00,2025-11-15 07:00:00+00,Netherlands,Amsterdam,"John Doe Rembrandtplein 31, 1017 CT",70.0,,CLUB & NIGHTLIFE,Techno
236,"Renate Klubnacht w Running Hot, Eliott Litrowski, Jeremy Sylvester, Amy Dabbs, Kenny Blacksmith",Renate Club,2025-10-11 00:00:00+00,0001-01-01 00:00:00+00,Berlin,Germany,Renate Alt Stralau 70; Friedrichshain; 10245 Berlin; Germany,44.0,,CLUB & NIGHTLIFE,Techno
237,Muse Festival 2025,Crackhouse Theia Crush Muse Festival,2025-07-25 00:00:00+00,0001-01-01 00:00:00+00,Gdańsk,Germany,"Centrum św. Jana w Gdańsku Świętojańska 50, 80-840",44.0,,FESTIVAL & OPEN-AIR,Techno
238,Smolna Season Closing: Clara Cuvé extended 6h set,,2025-06-20 00:00:00+00,0001-01-01 00:00:00+00,Warszawa,Warszawa,"Smolna Smolna 38, 00-375 ",44.0,,FESTIVAL & OPEN-AIR,Techno
239,MIDINACHT X MODULE,MIDI AGENCY MODULECPH,2025-06-14 00:00:00+00,0001-01-01 00:00:00+00, København V,Danmark,"MODULE Vesterbrogade 2B, 1620",44.0,,CLUB & NIGHTLIFE,Techno
240,"Pearson Sound, Diogo, Anastasia Zems, NVNO",Lux Fragil,2025-09-13 00:00:00+00,0001-01-01 00:00:00+00,Lisboa,Portugal,"Lux Fragil Av. Infante D. Henrique, armazém A, Cais da Pedra a Sta. Apolónia, 1950-376 ",44.0,,CLUB & NIGHTLIFE,Trance
241,MERCREDI SOIR X MAISON BERYL,Virage,2025-07-25 00:00:00+00,0001-01-01 00:00:00+00,Missoffe,Virage,26 rue Hélène-et-François Missoffe,44.0,,FESTIVAL & OPEN-AIR,Trance
242,Club Tineke Halloween,,2025-10-31 23:00:00+00,2025-11-01 05:00:00+00,Amsterdam,Netherlands,"Het Sieraad Postjesweg 1, 1057 DT",91.0,,CLUB & NIGHTLIFE,House
243,Higherlife Jamsession,,2025-11-27 23:00:00+00,2025-11-28 06:00:00+00,Amsterdam,Netherlands,"The Loft Amsterdam 1031 KS, Overhoeksplein 1",91.0,,CLUB & NIGHTLIFE,House
244,"The Loft presents: BELLA, Eliza Rose & Sam Alfred",,2025-11-29 18:30:00+00,2025-11-30 23:00:00+00,Amsterdam,Netherlands,"The Loft Amsterdam 1031 KS, Overhoeksplein 1",91.0,,CLUB & NIGHTLIFE,House
245,The Loft presents: Mees Salomé,,2025-11-29 23:00:00+00,2025-11-30 05:00:00+00,Amsterdam,Netherlands,"The Loft Amsterdam 1031 KS, Overhoeksplein 1",91.0,,CLUB & NIGHTLIFE,Techno
246,Test111,,2025-11-12 22:00:00+00,2025-11-13 06:00:00+00,Amsterdam,Netherlands,1112 Rembrandt,93.0,,CLUB & NIGHTLIFE,Techno
248,New Era - TILLATEC - session 4,,2025-11-07 23:00:00+00,2025-11-08 05:00:00+00,Amsterdam,Netherlands,TILLATEC Doctor Jan van Breemenstraat 1; 1056 AB,89.0,,CLUB & NIGHTLIFE,Techno
249,Herrensauna 10 Year Anniversary Weekender,,2025-11-22 23:00:00+00,2025-11-23 06:00:00+00,Amsterdam,Netherlands,TILLATEC Doctor Jan van Breemenstraat 1; 1056 AB,89.0,,CLUB & NIGHTLIFE,Techno
250,NEST,,2025-10-10 00:00:00+00,0001-01-01 00:00:00+00,Stuttgart,Germany,"Fridas Pier Uferstraße 107, 70188",44.0,,CLUB & NIGHTLIFE,Techno
251,PHENOMENH: A Lunar Experience,,2025-09-20 00:00:00+00,0001-01-01 00:00:00+00,Malmö,Germany,"Plan B Norra Grängesbergsgatan 26, 21450",44.0,,CLUB & NIGHTLIFE,Techno
252,FRIDA WIRD VIER UND FEIERT TECHNO & TRANCE,Fridas Pier,2025-09-29 00:00:00+00,0001-01-01 00:00:00+00,Stuttgart,Germany,"Fridas Pier Uferstraße 107, 70188",44.0,,FESTIVAL & OPEN-AIR,Techno
253,"Anna Reusch, Bjørnson, Andre Keller",Fridas Pier,2025-07-04 00:00:00+00,0001-01-01 00:00:00+00,Stuttgart,Germany,"Fridas Pier Uferstraße 107, 70188",44.0,,CLUB & NIGHTLIFE,Techno
254,"Patrick Mason, Bjørnson, Leo Tiger",Fridas Pier,2025-05-28 00:00:00+00,0001-01-01 00:00:00+00,Stuttgart,Germany,"Fridas Pier Uferstraße 107, 70188",44.0,,CLUB & NIGHTLIFE,Techno
255,"Space 92, Bjørnson",Fridas Pier,2025-03-15 00:00:00+00,0001-01-01 00:00:00+00,Stuttgart,Germany,"Fridas Pier Uferstraße 107, 70188",44.0,,CLUB & NIGHTLIFE,Techno
774,TiM TASTE (DE) @FLUCC WANNE,FLUCC WANNE,2024-01-26 00:00:00+00,0001-01-01 00:00:00+00,Vienna,Austria,FLUCC Praterstern 5; 1020,44.0,,SHOWCASE & INDUSTRY,Techno
257,RITVALES 2025,BREAKFAST LIVE,2025-11-01 00:00:00+00,0001-01-01 00:00:00+00,Antioquia,Colombia,"Parque Norte Cra. 53 #76-115, Medellín",44.0,,FESTIVAL & OPEN-AIR,Techno
258,Hocus Pocus 2025,,2025-10-31 00:00:00+00,0001-01-01 00:00:00+00,"Miami, FL ",USA,Factory Town 4800 NW 37th Ave,44.0,,FESTIVAL & OPEN-AIR,Techno
259,"THUNDER: Lee Ann Roberts, Parfait, SHOKI287, HELEN FREY","Kilomètre25, Amnexia",2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Paris,France,Kilomètre25 8 Boulevard MacDonald 75019,44.0,,CLUB & NIGHTLIFE,Techno
260,'TAKEOFF' Label Showcase by Space 92 (50:HERTZ CLUB TRAIN - Sunrise Trip),50:HERTZ,2025-10-25 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Amsterdam Central Station Stationsplein, 1012 AB",44.0,,SHOWCASE & INDUSTRY,Techno
261,Lilly Palmer: Bigger than techno album premiere,Lilly Palmer,2025-10-24 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,WestWeelde Klönneplein 4,44.0,,CLUB & NIGHTLIFE,Techno
262,Test past event ,Organ,2025-11-01 00:00:00+00,0001-01-01 00:00:00+00,Joburg,South Africa,14 Fakier Hassiem Street,44.0,,TOURS & SPECIAL FORMATS,Disco
263,Q-Factory presents ADE Techno Night,Q-Factory,2025-10-23 00:00:00+00,0001-01-01 00:00:00+00,Amsterdam,Netherlands,"Q-Factory Atlantisplein 1, 1093 NE",44.0,,CLUB & NIGHTLIFE,Techno
264,Brunch Electronik Málaga,"Centris Events, Brunch Electronik Málaga",2025-10-10 00:00:00+00,0001-01-01 00:00:00+00,Málaga,Spain,"Auditorio Málaga Cortijo de Torres C. Paquiro, 9, 29006",44.0,,FESTIVAL & OPEN-AIR,Techno
265,TECHNO ESSENTIALS,ZEROTOKYO,2025-10-04 00:00:00+00,0001-01-01 00:00:00+00,"Kabukicho, Shinjuku-ku",Tokyo,"Zerotokyo B1-B4 Tokyu Kabukicho Tower, 1-29-1 ",44.0,,CLUB & NIGHTLIFE,Techno
266,Le Jardin Electronique 2025,Productions du jardin / Jardin électronique,2025-09-13 00:00:00+00,0001-01-01 00:00:00+00,Lomme/Lille,France,Lomme/Lille,44.0,,FESTIVAL & OPEN-AIR,Techno
